NamaBlok,JenisTanah,JenisDataran,KondisiDataran,PHTanah,KelasDrainase,Pruning,Pengendalianlalang,GarukPiringan,PenyemprotanPiringan,BTP,BabatSemak,Urea(kg),MOP(kg),Dolomite(kg),ZincSulphate(ZnSO4)(kg),CopperSulphate(CuSO4)(kg),RockPhosphate(kg),NPK,HGFP,TSP,JenisBibit
5S13A120,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
6S13A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
7S13A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
8S13A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
9S13A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
10S13A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
12S13A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
13S13A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
15S13A120,Pasir,Rawa-rawa,Datar,10,Sedang,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
16S13A120,Pasir,Rawa-rawa,Datar,10,Sedang,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
17S13A120,Pasir,Rawa-rawa,Datar,10,Sedang,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
18S13A120,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
19S13A120,Pasir,Rawa-rawa,Datar,10,Sedang,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
21S13A120,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
22S13A120,Pasir,Rawa-rawa,Datar,10,Sedang,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
2S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
4S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
5S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
6S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
7S14A120,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
8S14A120,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
9S14A120,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
10S14A120,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
11S14A120,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
12S14A120,Pasir,Rawa-rawa,Datar,10,Terhambat,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
13S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
14S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
15S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
16S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
17S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
18S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
20S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
21S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
22S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
23S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
24S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
25S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
26S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
27S14A120,Pasir,Rawa-rawa,Datar,10,Lancar,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
1S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
2S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
3S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
4S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
5S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
6S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
7S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
8S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
9S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
10S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
11S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
12S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
15S15A120,Pasir,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
17S15A120,Pasir,DataranRendah,Miring,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
18S15A120,Pasir,DataranRendah,Miring,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
19S15A120,Pasir,DataranRendah,Miring,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
20S15A120,Pasir,DataranRendah,Miring,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.05,0.05,0.75,0.00,0.00,0.00,SRJ
1T8A120,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
2T8A120,Mineral,DataranRendah,Miring,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
5T8A120,Mineral,DataranRendah,Miring,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
6T8A120,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
7T8A120,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
8T8A120,Mineral,DataranRendah,Datar,9,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1U9B120,Mineral,DataranRendah,Datar,10,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
R25B120,Mineral,DataranRendah,Datar,10,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
R26A120,Mineral,DataranRendah,Datar,7,TidakAda,0.00,1.00,1.00,2.00,1.00,1.00,1.00,1.50,0.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
R15220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
1S16A220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
2S16A220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
4S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
6S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
7S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
8S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
9S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
10S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
11S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
13S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
14S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
15S16A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
3S17A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
6S17A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
7S17A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
8S17A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
9S17A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
10S17A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
11S17A220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
12S17A220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
13S17A220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
14S17A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
15S17A220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
16S17A220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
17S17A220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
1S18A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
2S18A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
3S18A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
5S18A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
7S18A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
9S18A220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
10S18A220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,0.00,1.00,2.00,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,ASD
2S19C220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
3S19C220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
4S19C220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
5S19C220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
6S19C220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
7S19C220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
8S19C220,Pasir,DataranRendah,Datar,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
11S19C220,Pasir,DataranRendah,Miring,7,TidakAda,1.00,2.00,1.00,2.00,1.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,SRJ
1R18D220,Mineral,DataranRendah,Miring,6,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
1S24A220,Mineral,DataranRendah,Datar,5,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
2S24A220,Mineral,DataranRendah,Datar,5,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
1S25A220,Mineral,DataranRendah,Datar,8,TidakAda,0.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
1S26A220,Mineral,DataranRendah,Datar,8,TidakAda,0.00,2.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
2S26A220,Mineral,DataranRendah,Datar,8,TidakAda,0.00,2.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
3S26A220,Mineral,DataranRendah,Miring,8,TidakAda,0.00,2.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
4S26A220,Mineral,DataranRendah,Datar,8,TidakAda,0.00,2.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
1R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
4R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
5R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
6R25A220,Mineral,DataranRendah,Miring,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
7R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
8R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
9R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
10R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
2R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
R18D220,Mineral,DataranRendah,Miring,6,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
S24A220,Mineral,DataranRendah,Datar,5,TidakAda,0.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
S25A220,Mineral,DataranRendah,Datar,8,TidakAda,0.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
2S26A220,Mineral,DataranRendah,Datar,8,TidakAda,0.00,2.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
5S26A220,Mineral,DataranRendah,Datar,8,TidakAda,0.00,2.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
6S26A220,Mineral,DataranRendah,Datar,8,TidakAda,0.00,2.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,ASD
1R25A220,Mineral,DataranRendah,Miring,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
2R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
4R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
5R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
6R25A220,Mineral,DataranRendah,Miring,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
7R25A220,Mineral,DataranRendah,Datar,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
10R25A220,Mineral,DataranRendah,Miring,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
11R25A220,Mineral,DataranRendah,Miring,11,TidakAda,1.00,1.00,1.00,2.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,SRJ
1S11A220,Pasir,Rawa-rawa,Datar,2,Terhambat,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
2S11A220,Pasir,Rawa-rawa,Datar,3,Terhambat,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
3S11A220,Pasir,Rawa-rawa,Datar,4,Terhambat,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
9S11A220,Pasir,Rawa-rawa,Datar,5,Sedang,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
10S11A220,Pasir,Rawa-rawa,Datar,6,Sedang,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
11S11A220,Pasir,Rawa-rawa,Datar,7,Sedang,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
12S11A220,Pasir,Rawa-rawa,Datar,8,Sedang,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
13S11A220,Pasir,Rawa-rawa,Datar,9,Lancar,0.00,1.00,1.00,2.00,0.00,1.00,2.00,1.50,1.00,0.00,0.00,0.75,0.00,0.00,0.00,ASD
